model_key,N,lr,epochs,max_train_pairs,eval_pairs,eval_scope,PCK@0.05,PCK@0.1,PCK@0.15,PCK@0.2
dinov2_vitl14,1,5e-06,3,,12234,full_test,56.63549497328141,71.51978987410561,77.73412734353772,81.64908069921204
dinov2_vitl14,2,5e-06,3,,12234,full_test,50.569468345258585,65.62924553935332,72.63042296893397,76.88954804818404
dinov2_vitl14,4,5e-06,3,,12234,full_test,58.11747124354678,72.85005887147904,78.87306403405489,82.29440268091658
dinov3_vitb16,1,5e-06,3,,12234,full_test,55.69468345258581,73.43537723032334,80.55769404945204,84.81795127252965
dinov3_vitb16,2,5e-06,3,,12234,full_test,56.80758083506928,74.47694955167104,81.33208042749752,85.34213386468616
dinov3_vitb16,4,5e-06,3,,12234,full_test,50.28416810071551,66.4364640883978,73.27008423150076,77.36731274341092
sam_vit_b_res1024,1,5e-06,3,,12234,full_test,31.54831989855992,42.33085771216376,50.303414545783895,56.3558554478761
sam_vit_b_res1024,2,5e-06,3,,12234,full_test,33.028031881170186,44.06756634362829,51.877094466080976,58.061996195996734
sam_vit_b_res1024,4,5e-06,3,,12234,full_test,29.631600398514628,40.29526311022552,47.93496965854543,53.84815686984874
