model_key,N,lr,epochs,max_train_pairs,PCK@0.05,PCK@0.1,PCK@0.15,PCK@0.2
dinov2_vitl14,0,5e-06,0,0,37.161488995561996,54.775382664613716,64.38501947287384,71.09297165111855
dinov2_vitl14,1,5e-06,2,10000,53.29567068200344,68.59772665519428,76.07327234851915,81.00149442985237
dinov2_vitl14,0,5e-06,0,0,37.16035685173444,54.77651480844127,64.3952087673218,71.09523593877365
dinov2_vitl14,1,5e-06,2,10000,53.626256679648584,68.95435196087311,76.30422968933973,81.17810886695047
dinov2_vitl14,2,5e-06,2,10000,59.60850466443257,75.32605742233494,81.74531292455394,85.3579838782719
dinov2_vitl14,0,5e-06,0,0,37.16035685173444,54.77651480844127,64.3952087673218,71.09523593877365
