model_key,use_softargmax,total_keypoints,total_image_pairs,PCK@0.05,PCK@0.1,PCK@0.15,PCK@0.2
dinov2_vitl14,True,88328,12234,59.31414726926909,73.49424870935604,79.18213929897654,82.53668146001269
