model_key,dataset,total_keypoints,total_image_pairs,PCK@0.05,PCK@0.1,PCK@0.15,PCK@0.2
dinov2_vitl14,PF-Pascal,10945,1351,62.49428962996802,80.69438099588854,88.2046596619461,92.01461854728187
