model_key,dataset,total_keypoints,total_image_pairs,PCK@0.05,PCK@0.1,PCK@0.15,PCK@0.2,macro_category_PCK@0.05,macro_category_PCK@0.1,macro_category_PCK@0.15,macro_category_PCK@0.2
dinov2_vitl14,PF-Willow,900,90,62.22222222222222,85.55555555555556,91.66666666666666,94.33333333333334,62.222222222222214,85.55555555555557,91.66666666666667,94.33333333333334
