model_key,dataset,total_keypoints,total_image_pairs,PCK@0.05,PCK@0.1,PCK@0.15,PCK@0.2,macro_category_PCK@0.05,macro_category_PCK@0.1,macro_category_PCK@0.15,macro_category_PCK@0.2
dinov2_vitl14,PF-Willow,900,90,61.88888888888889,84.22222222222221,91.44444444444444,94.22222222222221,61.88888888888889,84.22222222222223,91.44444444444444,94.22222222222223
