model_key,dataset,total_keypoints,total_image_pairs,PCK@0.05,PCK@0.1,PCK@0.15,PCK@0.2,macro_category_PCK@0.05,macro_category_PCK@0.1,macro_category_PCK@0.15,macro_category_PCK@0.2
dinov2_vitl14,PF-Willow,900,90,52.55555555555556,77.33333333333333,86.77777777777777,91.22222222222223,52.55555555555556,77.33333333333334,86.77777777777779,91.22222222222221
