model_key,use_softargmax,total_keypoints,total_image_pairs,PCK@0.05,PCK@0.1,PCK@0.15,PCK@0.2
sam_vit_b_res1024,False,88328,12234,29.631600398514628,40.29526311022552,47.93496965854543,53.84815686984874
