model_key,dataset,total_keypoints,total_image_pairs,PCK@0.05,PCK@0.1,PCK@0.15,PCK@0.2,macro_category_PCK@0.05,macro_category_PCK@0.1,macro_category_PCK@0.15,macro_category_PCK@0.2
sam_vit_b_res1024,PF-Willow,900,90,37.55555555555555,55.00000000000001,65.11111111111111,72.55555555555556,37.55555555555556,55.0,65.11111111111111,72.55555555555557
