model_key,dataset,total_keypoints,total_image_pairs,PCK@0.05,PCK@0.1,PCK@0.15,PCK@0.2,macro_category_PCK@0.05,macro_category_PCK@0.1,macro_category_PCK@0.15,macro_category_PCK@0.2
sam_vit_b_res1024,PF-Willow,900,90,38.333333333333336,55.77777777777778,65.66666666666666,73.0,38.33333333333333,55.777777777777786,65.66666666666667,73.0
