model_key,use_softargmax,total_keypoints,total_image_pairs,PCK@0.05,PCK@0.1,PCK@0.15,PCK@0.2
dinov3_vitb16,True,88328,12234,59.27225794764966,76.4061226338194,82.75631736255774,86.01462729825197
