model_key,use_softargmax,total_keypoints,total_image_pairs,PCK@0.05,PCK@0.1,PCK@0.15,PCK@0.2
sam_vit_b_res1024,False,88328,12234,15.650756272076805,24.42034236029345,31.75210578751925,38.15211484466987
