model_key,dataset,total_keypoints,total_image_pairs,PCK@0.05,PCK@0.1,PCK@0.15,PCK@0.2,macro_category_PCK@0.05,macro_category_PCK@0.1,macro_category_PCK@0.15,macro_category_PCK@0.2
dinov3_vitb16,PF-Willow,900,90,62.88888888888889,85.66666666666667,93.55555555555556,96.22222222222221,62.88888888888889,85.66666666666667,93.55555555555557,96.22222222222221
