model_key,dataset,total_keypoints,total_image_pairs,PCK@0.05,PCK@0.1,PCK@0.15,PCK@0.2,macro_category_PCK@0.05,macro_category_PCK@0.1,macro_category_PCK@0.15,macro_category_PCK@0.2
dinov3_vitb16,PF-Willow,900,90,69.0,89.22222222222223,94.11111111111111,96.66666666666667,68.99999999999999,89.22222222222223,94.11111111111111,96.66666666666667
